"episode_id","episode_year","judge_chef_id","participant_chef_id","grade"
4,2020,57,25,1
5,2020,80,6,5
5,2020,80,24,5
5,2020,80,27,4
5,2020,80,17,4
5,2020,80,66,1
5,2020,80,16,1
5,2020,80,95,1
5,2020,80,49,5
5,2020,80,90,4
5,2020,80,65,5
5,2020,45,6,2
5,2020,45,24,4
5,2020,45,27,2
5,2020,45,17,3
5,2020,45,66,3
5,2020,45,16,5
5,2020,45,95,2
5,2020,45,49,3
5,2020,45,90,4
5,2020,45,65,3
5,2020,39,6,1
5,2020,39,24,4
5,2020,39,27,2
5,2020,39,17,4
5,2020,39,66,5
5,2020,39,16,3
5,2020,39,95,1
5,2020,39,49,5
5,2020,39,90,2
5,2020,39,65,2
6,2020,10,96,3
6,2020,10,57,3
6,2020,10,46,3
6,2020,10,15,4
6,2020,10,30,3
6,2020,10,13,4
6,2020,10,24,1
6,2020,10,6,1
6,2020,10,42,2
6,2020,10,76,2
6,2020,18,96,3
6,2020,18,57,1
6,2020,18,46,2
6,2020,18,15,2
6,2020,18,30,3
6,2020,18,13,5
6,2020,18,24,2
6,2020,18,6,4
6,2020,18,42,5
6,2020,18,76,2
6,2020,92,96,5
6,2020,92,57,1
6,2020,92,46,2
6,2020,92,15,1
6,2020,92,30,3
6,2020,92,13,2
6,2020,92,24,2
6,2020,92,6,1
6,2020,92,42,4
6,2020,92,76,1
7,2020,45,18,5
7,2020,45,49,5
7,2020,45,97,5
7,2020,45,26,3
7,2020,45,83,4
7,2020,45,99,5
7,2020,45,27,4
7,2020,45,39,5
7,2020,45,90,5
7,2020,45,94,4
7,2020,87,18,1
7,2020,87,49,4
7,2020,87,97,1
7,2020,87,26,4
7,2020,87,83,2
7,2020,87,99,4
7,2020,87,27,1
7,2020,87,39,1
7,2020,87,90,3
7,2020,87,94,2
7,2020,5,18,4
7,2020,5,49,5
7,2020,5,97,4
7,2020,5,26,4
7,2020,5,83,2
7,2020,5,99,1
7,2020,5,27,3
7,2020,5,39,5
7,2020,5,90,2
7,2020,5,94,3
8,2020,26,92,3
8,2020,26,39,5
8,2020,26,28,3
8,2020,26,66,2
8,2020,26,45,5
8,2020,26,85,4
8,2020,26,49,4
8,2020,26,84,2
8,2020,26,10,5
8,2020,26,81,5
8,2020,76,92,4
8,2020,76,39,3
8,2020,76,28,3
8,2020,76,66,1
8,2020,76,45,3
8,2020,76,85,1
8,2020,76,49,4
8,2020,76,84,3
8,2020,76,10,2
8,2020,76,81,2
8,2020,42,92,1
8,2020,42,39,3
8,2020,42,28,5
8,2020,42,66,2
8,2020,42,45,5
8,2020,42,85,1
8,2020,42,49,4
8,2020,42,84,3
8,2020,42,10,5
8,2020,42,81,1
9,2020,92,56,2
9,2020,92,28,3
9,2020,92,31,3
9,2020,92,61,4
9,2020,92,81,4
9,2020,92,98,1
9,2020,92,23,4
9,2020,92,3,5
9,2020,92,88,4
9,2020,92,39,1
9,2020,63,56,3
9,2020,63,28,4
9,2020,63,31,5
9,2020,63,61,2
9,2020,63,81,1
9,2020,63,98,3
9,2020,63,23,3
9,2020,63,3,1
9,2020,63,88,1
9,2020,63,39,5
9,2020,86,56,3
9,2020,86,28,3
9,2020,86,31,1
9,2020,86,61,4
9,2020,86,81,1
9,2020,86,98,5
9,2020,86,23,3
9,2020,86,3,3
9,2020,86,88,5
9,2020,86,39,3
10,2020,64,49,4
10,2020,64,87,3
10,2020,64,27,1
10,2020,64,17,4
10,2020,64,22,3
10,2020,64,1,3
10,2020,64,57,2
10,2020,64,91,5
10,2020,64,42,2
10,2020,64,67,3
10,2020,60,49,4
10,2020,60,87,1
10,2020,60,27,2
10,2020,60,17,3
10,2020,60,22,2
10,2020,60,1,3
10,2020,60,57,5
10,2020,60,91,3
10,2020,60,42,1
10,2020,60,67,4
10,2020,12,49,1
10,2020,12,87,4
10,2020,12,27,1
10,2020,12,17,4
10,2020,12,22,5
10,2020,12,1,4
10,2020,12,57,4
10,2020,12,91,1
10,2020,12,42,2
10,2020,12,67,1
1,2021,23,58,5
1,2021,23,56,4
1,2021,23,53,3
1,2021,23,79,5
1,2021,23,31,4
1,2021,23,16,1
1,2021,23,6,5
1,2021,23,18,5
1,2021,23,1,5
1,2021,23,87,5
1,2021,50,58,1
1,2021,50,56,2
1,2021,50,53,4
1,2021,50,79,4
1,2021,50,31,3
1,2021,50,16,4
1,2021,50,6,2
1,2021,50,18,4
1,2021,50,1,2
1,2021,50,87,2
1,2021,19,58,3
1,2021,19,56,4
1,2021,19,53,2
1,2021,19,79,1
1,2021,19,31,3
1,2021,19,16,1
1,2021,19,6,1
1,2021,19,18,4
1,2021,19,1,3
1,2021,19,87,1
2,2021,67,59,3
2,2021,67,61,4
2,2021,67,35,4
2,2021,67,19,4
2,2021,67,100,1
2,2021,67,95,5
2,2021,67,78,1
2,2021,67,97,1
2,2021,67,96,4
2,2021,67,56,4
2,2021,26,59,1
2,2021,26,61,1
2,2021,26,35,4
2,2021,26,19,4
2,2021,26,100,2
2,2021,26,95,4
2,2021,26,78,1
2,2021,26,97,5
2,2021,26,96,2
2,2021,26,56,3
2,2021,48,59,2
2,2021,48,61,3
2,2021,48,35,5
2,2021,48,19,4
2,2021,48,100,1
2,2021,48,95,3
2,2021,48,78,4
2,2021,48,97,5
2,2021,48,96,3
2,2021,48,56,1
3,2021,87,12,5
3,2021,87,22,1
3,2021,87,45,5
3,2021,87,50,2
3,2021,87,68,1
3,2021,87,55,4
3,2021,87,77,4
3,2021,87,25,5
3,2021,87,8,3
3,2021,87,60,2
3,2021,43,12,1
3,2021,43,22,1
3,2021,43,45,2
3,2021,43,50,2
3,2021,43,68,5
3,2021,43,55,1
3,2021,43,77,4
3,2021,43,25,5
3,2021,43,8,3
3,2021,43,60,5
3,2021,67,12,5
3,2021,67,22,2
3,2021,67,45,5
3,2021,67,50,2
3,2021,67,68,2
3,2021,67,55,3
3,2021,67,77,2
3,2021,67,25,2
3,2021,67,8,4
3,2021,67,60,2
4,2021,3,28,4
4,2021,3,91,2
4,2021,3,88,5
4,2021,3,35,3
4,2021,3,26,4
4,2021,3,16,2
4,2021,3,4,2
4,2021,3,67,5
4,2021,3,69,2
4,2021,3,5,1
4,2021,78,28,2
4,2021,78,91,3
4,2021,78,88,1
4,2021,78,35,3
4,2021,78,26,5
4,2021,78,16,2
4,2021,78,4,4
4,2021,78,67,4
4,2021,78,69,3
4,2021,78,5,1
4,2021,73,28,5
4,2021,73,91,2
4,2021,73,88,1
4,2021,73,35,3
4,2021,73,26,2
4,2021,73,16,1
4,2021,73,4,1
4,2021,73,67,5
4,2021,73,69,2
4,2021,73,5,2
5,2021,98,43,1
5,2021,98,96,2
5,2021,98,23,5
5,2021,98,32,3
5,2021,98,22,4
5,2021,98,92,1
5,2021,98,45,3
5,2021,98,40,3
5,2021,98,19,3
5,2021,98,66,3
5,2021,44,43,2
5,2021,44,96,3
5,2021,44,23,4
5,2021,44,32,5
5,2021,44,22,1
5,2021,44,92,4
5,2021,44,45,5
5,2021,44,40,1
5,2021,44,19,1
5,2021,44,66,3
5,2021,68,43,5
5,2021,68,96,5
5,2021,68,23,5
5,2021,68,32,1
5,2021,68,22,4
5,2021,68,92,5
5,2021,68,45,4
5,2021,68,40,1
5,2021,68,19,2
5,2021,68,66,4
6,2021,67,26,3
6,2021,67,31,1
6,2021,67,16,2
6,2021,67,12,2
6,2021,67,8,1
6,2021,67,22,3
6,2021,67,43,4
6,2021,67,25,1
6,2021,67,62,2
6,2021,67,40,3
6,2021,93,26,2
6,2021,93,31,1
6,2021,93,16,4
6,2021,93,12,3
6,2021,93,8,2
6,2021,93,22,1
6,2021,93,43,1
6,2021,93,25,3
6,2021,93,62,1
6,2021,93,40,1
6,2021,89,26,1
6,2021,89,31,5
6,2021,89,16,4
6,2021,89,12,5
6,2021,89,8,4
6,2021,89,22,4
6,2021,89,43,2
6,2021,89,25,4
6,2021,89,62,3
6,2021,89,40,5
7,2021,48,57,2
7,2021,48,77,3
7,2021,48,17,3
7,2021,48,59,2
7,2021,48,94,3
7,2021,48,74,4
7,2021,48,64,5
7,2021,48,16,5
7,2021,48,11,1
7,2021,48,3,3
7,2021,2,57,4
7,2021,2,77,2
7,2021,2,17,3
7,2021,2,59,4
7,2021,2,94,5
7,2021,2,74,1
7,2021,2,64,3
7,2021,2,16,1
7,2021,2,11,2
7,2021,2,3,5
7,2021,28,57,1
7,2021,28,77,3
7,2021,28,17,2
7,2021,28,59,1
7,2021,28,94,3
7,2021,28,74,1
7,2021,28,64,5
7,2021,28,16,2
7,2021,28,11,1
7,2021,28,3,2
8,2021,64,84,5
8,2021,64,94,3
8,2021,64,99,1
8,2021,64,1,1
8,2021,64,17,1
8,2021,64,27,4
8,2021,64,49,2
8,2021,64,100,3
8,2021,64,73,5
8,2021,64,48,5
8,2021,46,84,3
8,2021,46,94,4
8,2021,46,99,4
8,2021,46,1,4
8,2021,46,17,3
8,2021,46,27,3
8,2021,46,49,1
8,2021,46,100,5
8,2021,46,73,5
8,2021,46,48,5
8,2021,37,84,3
8,2021,37,94,4
8,2021,37,99,1
8,2021,37,1,1
8,2021,37,17,4
8,2021,37,27,2
8,2021,37,49,1
8,2021,37,100,1
8,2021,37,73,5
8,2021,37,48,4
9,2021,63,1,3
9,2021,63,81,5
9,2021,63,26,4
9,2021,63,37,5
9,2021,63,22,2
9,2021,63,42,3
9,2021,63,100,3
9,2021,63,28,4
9,2021,63,51,5
9,2021,63,57,3
9,2021,11,1,3
9,2021,11,81,4
9,2021,11,26,5
9,2021,11,37,5
9,2021,11,22,2
9,2021,11,42,4
9,2021,11,100,4
9,2021,11,28,1
9,2021,11,51,4
9,2021,11,57,5
9,2021,97,1,5
9,2021,97,81,5
9,2021,97,26,2
9,2021,97,37,1
9,2021,97,22,4
9,2021,97,42,3
9,2021,97,100,4
9,2021,97,28,2
9,2021,97,51,4
9,2021,97,57,4
10,2021,55,4,3
10,2021,55,94,2
10,2021,55,17,2
10,2021,55,64,5
10,2021,55,89,3
10,2021,55,84,2
10,2021,55,52,4
10,2021,55,90,2
10,2021,55,71,1
10,2021,55,44,2
10,2021,74,4,5
10,2021,74,94,4
10,2021,74,17,3
10,2021,74,64,3
10,2021,74,89,1
10,2021,74,84,5
10,2021,74,52,3
10,2021,74,90,3
10,2021,74,71,2
10,2021,74,44,3
10,2021,65,4,5
10,2021,65,94,5
10,2021,65,17,3
10,2021,65,64,4
10,2021,65,89,3
10,2021,65,84,4
10,2021,65,52,2
10,2021,65,90,1
10,2021,65,71,4
10,2021,65,44,1
1,2022,96,89,3
1,2022,96,85,4
1,2022,96,22,3
1,2022,96,6,5
1,2022,96,26,5
1,2022,96,74,2
1,2022,96,52,4
1,2022,96,95,4
1,2022,96,44,2
1,2022,96,2,3
1,2022,81,89,3
1,2022,81,85,5
1,2022,81,22,4
1,2022,81,6,2
1,2022,81,26,2
1,2022,81,74,4
1,2022,81,52,5
1,2022,81,95,1
1,2022,81,44,4
1,2022,81,2,4
1,2022,58,89,2
1,2022,58,85,2
1,2022,58,22,3
1,2022,58,6,4
1,2022,58,26,2
1,2022,58,74,2
1,2022,58,52,4
1,2022,58,95,3
1,2022,58,44,5
1,2022,58,2,2
2,2022,35,33,2
2,2022,35,26,5
2,2022,35,91,1
2,2022,35,62,3
2,2022,35,97,5
2,2022,35,30,1
2,2022,35,75,2
2,2022,35,52,4
2,2022,35,46,3
2,2022,35,72,4
2,2022,51,33,5
2,2022,51,26,3
2,2022,51,91,4
2,2022,51,62,2
2,2022,51,97,5
2,2022,51,30,4
2,2022,51,75,1
2,2022,51,52,2
2,2022,51,46,3
2,2022,51,72,1
2,2022,95,33,3
2,2022,95,26,2
2,2022,95,91,1
2,2022,95,62,1
2,2022,95,97,5
2,2022,95,30,1
2,2022,95,75,5
2,2022,95,52,1
2,2022,95,46,3
2,2022,95,72,1
3,2022,43,58,1
3,2022,43,57,5
3,2022,43,83,5
3,2022,43,54,4
3,2022,43,27,1
3,2022,43,15,4
3,2022,43,12,3
3,2022,43,84,2
3,2022,43,16,4
3,2022,43,34,1
3,2022,9,58,1
3,2022,9,57,2
3,2022,9,83,3
3,2022,9,54,1
3,2022,9,27,1
3,2022,9,15,4
3,2022,9,12,3
3,2022,9,84,4
3,2022,9,16,2
3,2022,9,34,2
3,2022,41,58,3
3,2022,41,57,5
3,2022,41,83,4
3,2022,41,54,1
3,2022,41,27,1
3,2022,41,15,2
3,2022,41,12,4
3,2022,41,84,1
3,2022,41,16,5
3,2022,41,34,4
4,2022,86,32,5
4,2022,86,55,1
4,2022,86,85,5
4,2022,86,77,4
4,2022,86,45,2
4,2022,86,84,5
4,2022,86,48,1
4,2022,86,46,1
4,2022,86,91,2
4,2022,86,61,4
4,2022,6,32,5
4,2022,6,55,3
4,2022,6,85,2
4,2022,6,77,4
4,2022,6,45,2
4,2022,6,84,3
4,2022,6,48,1
4,2022,6,46,1
4,2022,6,91,3
4,2022,6,61,1
4,2022,56,32,3
4,2022,56,55,2
4,2022,56,85,4
4,2022,56,77,5
4,2022,56,45,5
4,2022,56,84,4
4,2022,56,48,5
4,2022,56,46,5
4,2022,56,91,5
4,2022,56,61,1
5,2022,7,19,4
5,2022,7,49,2
5,2022,7,42,2
5,2022,7,88,4
5,2022,7,78,3
5,2022,7,33,1
5,2022,7,61,1
5,2022,7,12,4
5,2022,7,9,4
5,2022,7,82,2
5,2022,54,19,4
5,2022,54,49,3
5,2022,54,42,5
5,2022,54,88,1
5,2022,54,78,5
5,2022,54,33,5
5,2022,54,61,4
5,2022,54,12,3
5,2022,54,9,4
5,2022,54,82,4
5,2022,41,19,2
5,2022,41,49,5
5,2022,41,42,2
5,2022,41,88,1
5,2022,41,78,5
5,2022,41,33,4
5,2022,41,61,2
5,2022,41,12,4
5,2022,41,9,5
5,2022,41,82,5
6,2022,45,25,4
6,2022,45,16,3
6,2022,45,22,5
6,2022,45,79,1
6,2022,45,14,3
6,2022,45,2,4
6,2022,45,57,1
6,2022,45,85,3
6,2022,45,95,1
6,2022,45,93,4
6,2022,65,25,1
6,2022,65,16,4
6,2022,65,22,5
6,2022,65,79,1
6,2022,65,14,4
6,2022,65,2,3
6,2022,65,57,2
6,2022,65,85,1
6,2022,65,95,3
6,2022,65,93,2
6,2022,35,25,2
6,2022,35,16,2
6,2022,35,22,1
6,2022,35,79,1
6,2022,35,14,5
6,2022,35,2,4
6,2022,35,57,1
6,2022,35,85,5
6,2022,35,95,5
6,2022,35,93,2
7,2022,12,1,5
7,2022,12,67,3
7,2022,12,59,3
7,2022,12,18,4
7,2022,12,31,4
7,2022,12,83,2
7,2022,12,40,1
7,2022,12,49,5
7,2022,12,46,3
7,2022,12,26,1
7,2022,47,1,3
7,2022,47,67,3
7,2022,47,59,5
7,2022,47,18,4
7,2022,47,31,5
7,2022,47,83,5
7,2022,47,40,3
7,2022,47,49,1
7,2022,47,46,1
7,2022,47,26,1
7,2022,79,1,4
7,2022,79,67,3
7,2022,79,59,3
7,2022,79,18,2
7,2022,79,31,1
7,2022,79,83,5
7,2022,79,40,5
7,2022,79,49,4
7,2022,79,46,5
7,2022,79,26,2
8,2022,86,57,4
8,2022,86,33,1
8,2022,86,96,2
8,2022,86,50,5
8,2022,86,78,1
8,2022,86,99,3
8,2022,86,29,3
8,2022,86,25,2
8,2022,86,56,1
8,2022,86,59,5
8,2022,45,57,1
8,2022,45,33,5
8,2022,45,96,2
8,2022,45,50,2
8,2022,45,78,2
8,2022,45,99,3
8,2022,45,29,1
8,2022,45,25,3
8,2022,45,56,4
8,2022,45,59,1
8,2022,15,57,2
8,2022,15,33,4
8,2022,15,96,5
8,2022,15,50,3
8,2022,15,78,1
8,2022,15,99,3
8,2022,15,29,4
8,2022,15,25,4
8,2022,15,56,5
8,2022,15,59,2
9,2022,24,50,1
9,2022,24,32,4
9,2022,24,87,2
9,2022,24,74,2
9,2022,24,85,5
9,2022,24,23,3
9,2022,24,26,4
9,2022,24,51,2
9,2022,24,1,2
9,2022,24,98,4
9,2022,68,50,2
9,2022,68,32,2
9,2022,68,87,5
9,2022,68,74,1
9,2022,68,85,2
9,2022,68,23,4
9,2022,68,26,3
9,2022,68,51,2
9,2022,68,1,1
9,2022,68,98,2
9,2022,80,50,3
9,2022,80,32,2
9,2022,80,87,2
9,2022,80,74,3
9,2022,80,85,5
9,2022,80,23,5
9,2022,80,26,1
9,2022,80,51,5
9,2022,80,1,5
9,2022,80,98,3
10,2022,90,83,2
10,2022,90,17,3
10,2022,90,15,1
10,2022,90,77,3
10,2022,90,57,3
10,2022,90,60,4
10,2022,90,41,1
10,2022,90,61,1
10,2022,90,68,1
10,2022,90,87,4
10,2022,79,83,3
10,2022,79,17,2
10,2022,79,15,3
10,2022,79,77,3
10,2022,79,57,2
10,2022,79,60,4
10,2022,79,41,3
10,2022,79,61,5
10,2022,79,68,2
10,2022,79,87,2
10,2022,54,83,3
10,2022,54,17,3
10,2022,54,15,3
10,2022,54,77,1
10,2022,54,57,3
10,2022,54,60,2
10,2022,54,41,3
10,2022,54,61,4
10,2022,54,68,4
10,2022,54,87,2
1,2023,44,89,4
1,2023,44,62,2
1,2023,44,72,4
1,2023,44,77,2
1,2023,44,80,4
1,2023,44,87,5
1,2023,44,28,5
1,2023,44,70,5
1,2023,44,84,2
1,2023,44,50,2
1,2023,31,89,3
1,2023,31,62,3
1,2023,31,72,4
1,2023,31,77,2
1,2023,31,80,2
1,2023,31,87,4
1,2023,31,28,5
1,2023,31,70,2
1,2023,31,84,5
1,2023,31,50,3
1,2023,81,89,1
1,2023,81,62,2
1,2023,81,72,4
1,2023,81,77,5
1,2023,81,80,4
1,2023,81,87,2
1,2023,81,28,2
1,2023,81,70,4
1,2023,81,84,2
1,2023,81,50,2
2,2023,19,61,3
2,2023,19,31,3
2,2023,19,22,4
2,2023,19,84,2
2,2023,19,93,5
2,2023,19,50,1
2,2023,19,52,3
2,2023,19,53,4
2,2023,19,2,5
2,2023,19,92,1
2,2023,66,61,5
2,2023,66,31,1
2,2023,66,22,3
2,2023,66,84,2
2,2023,66,93,4
2,2023,66,50,2
2,2023,66,52,2
2,2023,66,53,1
2,2023,66,2,3
2,2023,66,92,3
2,2023,79,61,3
2,2023,79,31,5
2,2023,79,22,3
2,2023,79,84,3
2,2023,79,93,5
2,2023,79,50,1
2,2023,79,52,1
2,2023,79,53,4
2,2023,79,2,2
2,2023,79,92,2
3,2023,11,27,4
3,2023,11,15,3
3,2023,11,73,5
3,2023,11,41,4
3,2023,11,4,5
3,2023,11,55,1
3,2023,11,40,4
3,2023,11,92,2
3,2023,11,97,1
3,2023,11,1,3
3,2023,52,27,4
3,2023,52,15,1
3,2023,52,73,3
3,2023,52,41,3
3,2023,52,4,4
3,2023,52,55,1
3,2023,52,40,4
3,2023,52,92,4
3,2023,52,97,4
3,2023,52,1,4
3,2023,28,27,5
3,2023,28,15,3
3,2023,28,73,3
3,2023,28,41,5
3,2023,28,4,3
3,2023,28,55,4
3,2023,28,40,4
3,2023,28,92,1
3,2023,28,97,3
3,2023,28,1,5
4,2023,23,22,2
4,2023,23,69,1
4,2023,23,2,4
4,2023,23,54,3
4,2023,23,52,2
4,2023,23,30,1
4,2023,23,53,2
4,2023,23,56,1
4,2023,23,65,5
4,2023,23,4,2
4,2023,92,22,1
4,2023,92,69,4
4,2023,92,2,4
4,2023,92,54,5
4,2023,92,52,3
4,2023,92,30,4
4,2023,92,53,1
4,2023,92,56,2
4,2023,92,65,4
4,2023,92,4,4
4,2023,44,22,3
4,2023,44,69,4
4,2023,44,2,1
4,2023,44,54,4
4,2023,44,52,5
4,2023,44,30,2
4,2023,44,53,4
4,2023,44,56,5
4,2023,44,65,3
4,2023,44,4,2
5,2023,94,68,4
5,2023,94,93,4
5,2023,94,22,2
5,2023,94,42,4
5,2023,94,90,4
5,2023,94,48,4
5,2023,94,31,2
5,2023,94,87,1
5,2023,94,88,3
5,2023,94,55,1
5,2023,89,68,3
5,2023,89,93,1
5,2023,89,22,5
5,2023,89,42,2
5,2023,89,90,4
5,2023,89,48,1
5,2023,89,31,2
5,2023,89,87,5
5,2023,89,88,1
5,2023,89,55,2
5,2023,29,68,2
5,2023,29,93,2
5,2023,29,22,1
5,2023,29,42,2
5,2023,29,90,4
5,2023,29,48,2
5,2023,29,31,1
5,2023,29,87,3
5,2023,29,88,1
5,2023,29,55,1
6,2023,9,25,3
6,2023,9,89,5
6,2023,9,68,4
6,2023,9,93,3
6,2023,9,22,1
6,2023,9,81,1
6,2023,9,92,3
6,2023,9,15,2
6,2023,9,18,1
6,2023,9,32,3
6,2023,40,25,5
6,2023,40,89,3
6,2023,40,68,5
6,2023,40,93,4
6,2023,40,22,4
6,2023,40,81,5
6,2023,40,92,2
6,2023,40,15,5
6,2023,40,18,3
6,2023,40,32,3
6,2023,3,25,3
6,2023,3,89,1
6,2023,3,68,4
6,2023,3,93,1
6,2023,3,22,4
6,2023,3,81,1
6,2023,3,92,1
6,2023,3,15,5
6,2023,3,18,2
6,2023,3,32,2
7,2023,85,66,2
7,2023,85,69,2
7,2023,85,67,1
7,2023,85,1,2
7,2023,85,15,4
7,2023,85,92,3
7,2023,85,84,5
7,2023,85,12,2
7,2023,85,26,1
7,2023,85,41,4
7,2023,94,66,4
7,2023,94,69,3
7,2023,94,67,2
7,2023,94,1,4
7,2023,94,15,3
7,2023,94,92,4
7,2023,94,84,5
7,2023,94,12,3
7,2023,94,26,2
7,2023,94,41,1
7,2023,60,66,3
7,2023,60,69,3
7,2023,60,67,5
7,2023,60,1,2
7,2023,60,15,3
7,2023,60,92,4
7,2023,60,84,2
7,2023,60,12,2
7,2023,60,26,4
7,2023,60,41,5
8,2023,33,29,5
8,2023,33,80,4
8,2023,33,18,1
8,2023,33,89,1
8,2023,33,90,5
8,2023,33,22,5
8,2023,33,27,3
8,2023,33,10,2
8,2023,33,42,2
8,2023,33,60,3
8,2023,40,29,5
8,2023,40,80,4
8,2023,40,18,1
8,2023,40,89,1
8,2023,40,90,3
8,2023,40,22,4
8,2023,40,27,2
8,2023,40,10,5
8,2023,40,42,5
8,2023,40,60,2
8,2023,56,29,3
8,2023,56,80,4
8,2023,56,18,2
8,2023,56,89,2
8,2023,56,90,1
8,2023,56,22,5
8,2023,56,27,5
8,2023,56,10,1
8,2023,56,42,5
8,2023,56,60,5
9,2023,57,52,4
9,2023,57,92,2
9,2023,57,20,5
9,2023,57,89,2
9,2023,57,31,5
9,2023,57,67,3
9,2023,57,79,3
9,2023,57,73,1
9,2023,57,41,2
9,2023,57,17,5
9,2023,80,52,2
9,2023,80,92,1
9,2023,80,20,5
9,2023,80,89,3
9,2023,80,31,3
9,2023,80,67,1
9,2023,80,79,2
9,2023,80,73,1
9,2023,80,41,4
9,2023,80,17,2
9,2023,28,52,3
9,2023,28,92,5
9,2023,28,20,5
9,2023,28,89,5
9,2023,28,31,1
9,2023,28,67,5
9,2023,28,79,4
9,2023,28,73,4
9,2023,28,41,5
9,2023,28,17,5
10,2023,96,84,5
10,2023,96,85,3
10,2023,96,21,4
10,2023,96,46,2
10,2023,96,60,3
10,2023,96,14,4
10,2023,96,71,5
10,2023,96,7,3
10,2023,96,62,4
10,2023,96,34,2
10,2023,9,84,4
10,2023,9,85,4
10,2023,9,21,4
10,2023,9,46,2
10,2023,9,60,5
10,2023,9,14,4
10,2023,9,71,3
10,2023,9,7,5
10,2023,9,62,2
10,2023,9,34,1
10,2023,75,84,2
10,2023,75,85,5
10,2023,75,21,2
10,2023,75,46,1
10,2023,75,60,1
10,2023,75,14,4
10,2023,75,71,3
10,2023,75,7,3
10,2023,75,62,4
10,2023,75,34,3
1,2024,75,92,1
1,2024,75,57,4
1,2024,75,77,4
1,2024,75,58,1
1,2024,75,41,3
1,2024,75,85,4
1,2024,75,73,5
1,2024,75,16,2
1,2024,75,61,3
1,2024,75,97,4
1,2024,23,92,5
1,2024,23,57,3
1,2024,23,77,1
1,2024,23,58,1
1,2024,23,41,1
1,2024,23,85,1
1,2024,23,73,2
1,2024,23,16,3
1,2024,23,61,2
1,2024,23,97,3
1,2024,72,92,4
1,2024,72,57,4
1,2024,72,77,1
1,2024,72,58,4
1,2024,72,41,2
1,2024,72,85,5
1,2024,72,73,4
1,2024,72,16,3
1,2024,72,61,3
1,2024,72,97,3
2,2024,52,50,1
2,2024,52,95,2
2,2024,52,71,4
2,2024,52,92,4
2,2024,52,83,3
2,2024,52,40,1
2,2024,52,80,5
2,2024,52,74,2
2,2024,52,69,3
2,2024,52,62,1
2,2024,82,50,5
2,2024,82,95,5
2,2024,82,71,1
2,2024,82,92,5
2,2024,82,83,2
2,2024,82,40,4
2,2024,82,80,5
2,2024,82,74,3
2,2024,82,69,4
2,2024,82,62,3
2,2024,99,50,3
2,2024,99,95,5
2,2024,99,71,3
2,2024,99,92,4
2,2024,99,83,3
2,2024,99,40,1
2,2024,99,80,2
2,2024,99,74,2
2,2024,99,69,1
2,2024,99,62,3
3,2024,11,4,3
3,2024,11,27,4
3,2024,11,89,3
3,2024,11,97,3
3,2024,11,56,3
3,2024,11,95,1
3,2024,11,60,4
