"episode_id","episode_year","judge_chef_id","participant_chef_id","grade"
5,2022,24,93,1
5,2022,24,99,3
5,2022,24,10,2
5,2022,24,94,1
5,2022,24,25,1
5,2022,24,20,1
5,2022,24,81,1
5,2022,24,41,5
5,2022,24,16,3
5,2022,24,72,4
6,2022,15,22,5
6,2022,15,6,3
6,2022,15,35,1
6,2022,15,19,5
6,2022,15,89,5
6,2022,15,87,3
6,2022,15,28,3
6,2022,15,51,5
6,2022,15,61,4
6,2022,15,57,1
6,2022,16,22,1
6,2022,16,6,2
6,2022,16,35,1
6,2022,16,19,1
6,2022,16,89,2
6,2022,16,87,4
6,2022,16,28,5
6,2022,16,51,2
6,2022,16,61,4
6,2022,16,57,2
6,2022,34,22,3
6,2022,34,6,4
6,2022,34,35,1
6,2022,34,19,3
6,2022,34,89,5
6,2022,34,87,5
6,2022,34,28,4
6,2022,34,51,1
6,2022,34,61,3
6,2022,34,57,2
7,2022,69,49,5
7,2022,69,70,1
7,2022,69,41,4
7,2022,69,55,5
7,2022,69,67,2
7,2022,69,24,5
7,2022,69,39,1
7,2022,69,56,4
7,2022,69,59,3
7,2022,69,52,1
7,2022,30,49,3
7,2022,30,70,2
7,2022,30,41,3
7,2022,30,55,5
7,2022,30,67,2
7,2022,30,24,1
7,2022,30,39,1
7,2022,30,56,5
7,2022,30,59,1
7,2022,30,52,4
7,2022,40,49,2
7,2022,40,70,4
7,2022,40,41,2
7,2022,40,55,5
7,2022,40,67,2
7,2022,40,24,2
7,2022,40,39,3
7,2022,40,56,2
7,2022,40,59,3
7,2022,40,52,3
8,2022,46,95,5
8,2022,46,94,3
8,2022,46,34,4
8,2022,46,43,1
8,2022,46,91,2
8,2022,46,59,5
8,2022,46,3,3
8,2022,46,23,4
8,2022,46,44,1
8,2022,46,22,4
8,2022,52,95,2
8,2022,52,94,1
8,2022,52,34,2
8,2022,52,43,1
8,2022,52,91,3
8,2022,52,59,4
8,2022,52,3,4
8,2022,52,23,5
8,2022,52,44,3
8,2022,52,22,5
8,2022,1,95,1
8,2022,1,94,1
8,2022,1,34,1
8,2022,1,43,4
8,2022,1,91,2
8,2022,1,59,1
8,2022,1,3,4
8,2022,1,23,4
8,2022,1,44,3
8,2022,1,22,5
9,2022,61,41,2
9,2022,61,4,4
9,2022,61,32,4
9,2022,61,68,2
9,2022,61,17,3
9,2022,61,63,4
9,2022,61,53,1
9,2022,61,60,5
9,2022,61,34,4
9,2022,61,16,1
9,2022,33,41,3
9,2022,33,4,3
9,2022,33,32,4
9,2022,33,68,3
9,2022,33,17,3
9,2022,33,63,2
9,2022,33,53,1
9,2022,33,60,2
9,2022,33,34,1
9,2022,33,16,1
9,2022,74,41,2
9,2022,74,4,3
9,2022,74,32,1
9,2022,74,68,3
9,2022,74,17,5
9,2022,74,63,2
9,2022,74,53,2
9,2022,74,60,4
9,2022,74,34,5
9,2022,74,16,3
10,2022,96,13,4
10,2022,96,43,4
10,2022,96,67,1
10,2022,96,3,4
10,2022,96,6,1
10,2022,96,25,5
10,2022,96,93,3
10,2022,96,46,3
10,2022,96,30,3
10,2022,96,42,3
10,2022,20,13,3
10,2022,20,43,5
10,2022,20,67,3
10,2022,20,3,1
10,2022,20,6,5
10,2022,20,25,3
10,2022,20,93,2
10,2022,20,46,1
10,2022,20,30,3
10,2022,20,42,4
10,2022,34,13,1
10,2022,34,43,1
10,2022,34,67,4
10,2022,34,3,4
10,2022,34,6,5
10,2022,34,25,5
10,2022,34,93,5
10,2022,34,46,4
10,2022,34,30,5
10,2022,34,42,1
1,2023,82,96,5
1,2023,82,56,2
1,2023,82,67,5
1,2023,82,64,1
1,2023,82,8,3
1,2023,82,54,2
1,2023,82,74,3
1,2023,82,48,2
1,2023,82,25,2
1,2023,82,24,5
1,2023,53,96,2
1,2023,53,56,1
1,2023,53,67,1
1,2023,53,64,3
1,2023,53,8,4
1,2023,53,54,1
1,2023,53,74,3
1,2023,53,48,3
1,2023,53,25,3
1,2023,53,24,3
1,2023,16,96,3
1,2023,16,56,2
1,2023,16,67,4
1,2023,16,64,1
1,2023,16,8,3
1,2023,16,54,2
1,2023,16,74,4
1,2023,16,48,4
1,2023,16,25,2
1,2023,16,24,3
2,2023,47,63,4
2,2023,47,20,2
2,2023,47,2,3
2,2023,47,5,2
2,2023,47,78,5
2,2023,47,45,1
2,2023,47,25,2
2,2023,47,8,1
2,2023,47,40,1
2,2023,47,60,3
2,2023,73,63,3
2,2023,73,20,4
2,2023,73,2,1
2,2023,73,5,1
2,2023,73,78,4
2,2023,73,45,3
2,2023,73,25,4
2,2023,73,8,2
2,2023,73,40,5
2,2023,73,60,5
2,2023,85,63,1
2,2023,85,20,2
2,2023,85,2,1
2,2023,85,5,4
2,2023,85,78,1
2,2023,85,45,4
2,2023,85,25,4
2,2023,85,8,4
2,2023,85,40,1
2,2023,85,60,4
3,2023,58,75,3
3,2023,58,89,1
3,2023,58,40,1
3,2023,58,38,4
3,2023,58,84,3
3,2023,58,4,1
3,2023,58,53,3
3,2023,58,67,1
3,2023,58,60,5
3,2023,58,69,4
3,2023,44,75,5
3,2023,44,89,1
3,2023,44,40,5
3,2023,44,38,2
3,2023,44,84,5
3,2023,44,4,4
3,2023,44,53,5
3,2023,44,67,5
3,2023,44,60,1
3,2023,44,69,3
3,2023,37,75,1
3,2023,37,89,1
3,2023,37,40,2
3,2023,37,38,5
3,2023,37,84,1
3,2023,37,4,1
3,2023,37,53,5
3,2023,37,67,1
3,2023,37,60,3
3,2023,37,69,3
4,2023,71,80,1
4,2023,71,74,2
4,2023,71,45,2
4,2023,71,17,2
4,2023,71,76,1
4,2023,71,9,3
4,2023,71,35,2
4,2023,71,55,1
4,2023,71,81,2
4,2023,71,5,2
4,2023,85,80,3
4,2023,85,74,2
4,2023,85,45,1
4,2023,85,17,1
4,2023,85,76,3
4,2023,85,9,3
4,2023,85,35,4
4,2023,85,55,3
4,2023,85,81,2
4,2023,85,5,1
4,2023,20,80,5
4,2023,20,74,2
4,2023,20,45,1
4,2023,20,17,3
4,2023,20,76,3
4,2023,20,9,1
4,2023,20,35,5
4,2023,20,55,2
4,2023,20,81,1
4,2023,20,5,4
5,2023,57,1,2
5,2023,57,70,2
5,2023,57,79,5
5,2023,57,67,2
5,2023,57,49,1
5,2023,57,10,3
5,2023,57,61,2
5,2023,57,41,3
5,2023,57,54,3
5,2023,57,47,4
5,2023,21,1,5
5,2023,21,70,4
5,2023,21,79,1
5,2023,21,67,1
5,2023,21,49,1
5,2023,21,10,1
5,2023,21,61,3
5,2023,21,41,4
5,2023,21,54,3
5,2023,21,47,1
5,2023,66,1,3
5,2023,66,70,1
5,2023,66,79,3
5,2023,66,67,1
5,2023,66,49,3
5,2023,66,10,5
5,2023,66,61,3
5,2023,66,41,3
5,2023,66,54,1
5,2023,66,47,3
6,2023,70,14,2
6,2023,70,86,2
6,2023,70,7,2
6,2023,70,23,4
6,2023,70,73,4
6,2023,70,8,3
6,2023,70,24,5
6,2023,70,96,3
6,2023,70,81,2
6,2023,70,15,1
6,2023,53,14,2
6,2023,53,86,1
6,2023,53,7,5
6,2023,53,23,4
6,2023,53,73,3
6,2023,53,8,1
6,2023,53,24,1
6,2023,53,96,1
6,2023,53,81,4
6,2023,53,15,1
6,2023,20,14,2
6,2023,20,86,4
6,2023,20,7,3
6,2023,20,23,4
6,2023,20,73,2
6,2023,20,8,1
6,2023,20,24,3
6,2023,20,96,5
6,2023,20,81,4
6,2023,20,15,4
7,2023,100,73,2
7,2023,100,16,1
7,2023,100,15,3
7,2023,100,30,1
7,2023,100,55,5
7,2023,100,45,3
7,2023,100,72,5
7,2023,100,9,4
7,2023,100,94,4
7,2023,100,6,5
7,2023,66,73,4
7,2023,66,16,1
7,2023,66,15,4
7,2023,66,30,4
7,2023,66,55,3
7,2023,66,45,5
7,2023,66,72,5
7,2023,66,9,3
7,2023,66,94,2
7,2023,66,6,4
7,2023,21,73,2
7,2023,21,16,3
7,2023,21,15,2
7,2023,21,30,5
7,2023,21,55,2
7,2023,21,45,2
7,2023,21,72,3
7,2023,21,9,5
7,2023,21,94,4
7,2023,21,6,4
8,2023,63,41,1
8,2023,63,81,5
8,2023,63,4,3
8,2023,63,16,5
8,2023,63,79,2
8,2023,63,76,2
8,2023,63,53,2
8,2023,63,6,1
8,2023,63,71,2
8,2023,63,95,4
8,2023,36,41,3
8,2023,36,81,4
8,2023,36,4,2
8,2023,36,16,1
8,2023,36,79,3
8,2023,36,76,5
8,2023,36,53,2
8,2023,36,6,4
8,2023,36,71,2
8,2023,36,95,1
8,2023,82,41,2
8,2023,82,81,4
8,2023,82,4,1
8,2023,82,16,3
8,2023,82,79,5
8,2023,82,76,3
8,2023,82,53,3
8,2023,82,6,4
8,2023,82,71,5
8,2023,82,95,4
9,2023,71,66,1
9,2023,71,68,3
9,2023,71,67,1
9,2023,71,50,3
9,2023,71,58,5
9,2023,71,19,5
9,2023,71,33,1
9,2023,71,23,3
9,2023,71,84,4
9,2023,71,72,2
9,2023,88,66,3
9,2023,88,68,5
9,2023,88,67,1
9,2023,88,50,3
9,2023,88,58,5
9,2023,88,19,4
9,2023,88,33,5
9,2023,88,23,3
9,2023,88,84,3
9,2023,88,72,2
9,2023,40,66,5
9,2023,40,68,1
9,2023,40,67,5
9,2023,40,50,5
9,2023,40,58,5
9,2023,40,19,5
9,2023,40,33,4
9,2023,40,23,2
9,2023,40,84,2
9,2023,40,72,2
10,2023,86,3,2
10,2023,86,75,4
10,2023,86,41,3
10,2023,86,63,4
10,2023,86,62,5
10,2023,86,97,4
10,2023,86,79,4
10,2023,86,39,3
10,2023,86,96,3
10,2023,86,11,4
10,2023,33,3,5
10,2023,33,75,1
10,2023,33,41,2
10,2023,33,63,4
10,2023,33,62,3
10,2023,33,97,4
10,2023,33,79,3
10,2023,33,39,4
10,2023,33,96,2
10,2023,33,11,1
10,2023,60,3,1
10,2023,60,75,1
10,2023,60,41,3
10,2023,60,63,4
10,2023,60,62,4
10,2023,60,97,1
10,2023,60,79,3
10,2023,60,39,4
10,2023,60,96,3
10,2023,60,11,4
1,2024,42,41,5
1,2024,42,74,3
1,2024,42,95,1
1,2024,42,3,1
1,2024,42,10,5
1,2024,42,54,4
1,2024,42,30,4
1,2024,42,53,5
1,2024,42,26,3
1,2024,42,8,3
1,2024,90,41,2
1,2024,90,74,4
1,2024,90,95,5
1,2024,90,3,3
1,2024,90,10,3
1,2024,90,54,3
1,2024,90,30,2
1,2024,90,53,3
1,2024,90,26,1
1,2024,90,8,4
1,2024,70,41,4
1,2024,70,74,1
1,2024,70,95,3
1,2024,70,3,1
1,2024,70,10,2
1,2024,70,54,3
1,2024,70,30,2
1,2024,70,53,4
1,2024,70,26,3
1,2024,70,8,1
2,2024,29,20,4
2,2024,29,41,4
2,2024,29,4,5
2,2024,29,90,3
2,2024,29,49,2
2,2024,29,73,1
2,2024,29,96,1
2,2024,29,24,2
2,2024,29,78,3
2,2024,29,19,1
2,2024,66,20,3
2,2024,66,41,4
2,2024,66,4,4
2,2024,66,90,3
2,2024,66,49,4
2,2024,66,73,2
2,2024,66,96,3
2,2024,66,24,1
2,2024,66,78,1
2,2024,66,19,5
2,2024,87,20,2
2,2024,87,41,5
2,2024,87,4,5
2,2024,87,90,2
2,2024,87,49,1
2,2024,87,73,5
2,2024,87,96,2
2,2024,87,24,5
2,2024,87,78,5
2,2024,87,19,3
3,2024,93,37,1
3,2024,93,65,5
3,2024,93,3,5
3,2024,93,56,1
3,2024,93,79,2
3,2024,93,25,4
3,2024,93,27,3
3,2024,93,39,3
3,2024,93,74,2
3,2024,93,83,2
3,2024,12,37,2
3,2024,12,65,2
3,2024,12,3,4
3,2024,12,56,4
3,2024,12,79,3
3,2024,12,25,1
3,2024,12,27,3
3,2024,12,39,1
3,2024,12,74,3
3,2024,12,83,4
3,2024,54,37,1
3,2024,54,65,5
3,2024,54,3,4
3,2024,54,56,3
3,2024,54,79,1
3,2024,54,25,2
3,2024,54,27,2
3,2024,54,39,3
3,2024,54,74,5
3,2024,54,83,2
4,2024,86,43,2
4,2024,86,21,4
4,2024,86,91,5
4,2024,86,14,2
4,2024,86,69,4
4,2024,86,55,3
4,2024,86,1,1
4,2024,86,61,4
4,2024,86,97,2
4,2024,86,96,4
4,2024,59,43,4
4,2024,59,21,5
4,2024,59,91,5
4,2024,59,14,5
4,2024,59,69,5
4,2024,59,55,3
4,2024,59,1,2
4,2024,59,61,5
4,2024,59,97,4
4,2024,59,96,5
4,2024,36,43,4
4,2024,36,21,2
4,2024,36,91,3
4,2024,36,14,3
4,2024,36,69,2
4,2024,36,55,4
4,2024,36,1,5
4,2024,36,61,5
4,2024,36,97,4
4,2024,36,96,1
5,2024,21,8,3
5,2024,21,82,1
5,2024,21,49,2
5,2024,21,5,2
5,2024,21,39,3
5,2024,21,97,1
5,2024,21,72,5
5,2024,21,67,3
5,2024,21,13,3
5,2024,21,95,5
5,2024,89,8,3
5,2024,89,82,2
5,2024,89,49,4
5,2024,89,5,3
5,2024,89,39,3
5,2024,89,97,1
5,2024,89,72,5
5,2024,89,67,5
5,2024,89,13,5
5,2024,89,95,5
5,2024,29,8,1
5,2024,29,82,5
5,2024,29,49,4
5,2024,29,5,1
5,2024,29,39,4
5,2024,29,97,5
5,2024,29,72,2
5,2024,29,67,2
5,2024,29,13,2
5,2024,29,95,3
6,2024,80,65,5
6,2024,80,18,2
6,2024,80,90,5
6,2024,80,34,3
6,2024,80,37,2
6,2024,80,78,4
6,2024,80,17,4
6,2024,80,66,5
6,2024,80,62,2
6,2024,80,67,3
6,2024,2,65,1
6,2024,2,18,4
6,2024,2,90,4
6,2024,2,34,3
6,2024,2,37,3
6,2024,2,78,5
6,2024,2,17,5
6,2024,2,66,4
6,2024,2,62,2
6,2024,2,67,5
6,2024,3,65,4
6,2024,3,18,5
6,2024,3,90,3
6,2024,3,34,2
6,2024,3,37,5
6,2024,3,78,3
6,2024,3,17,2
6,2024,3,66,1
6,2024,3,62,3
6,2024,3,67,2
7,2024,13,97,4
7,2024,13,8,1
7,2024,13,66,5
7,2024,13,79,2
7,2024,13,17,1
7,2024,13,61,1
7,2024,13,45,1
7,2024,13,58,3
7,2024,13,72,5
7,2024,13,18,4
7,2024,63,97,1
7,2024,63,8,2
7,2024,63,66,3
7,2024,63,79,5
7,2024,63,17,1
7,2024,63,61,2
7,2024,63,45,3
7,2024,63,58,2
7,2024,63,72,2
7,2024,63,18,1
7,2024,88,97,2
7,2024,88,8,4
7,2024,88,66,3
7,2024,88,79,1
7,2024,88,17,1
7,2024,88,61,2
7,2024,88,45,4
7,2024,88,58,2
7,2024,88,72,1
7,2024,88,18,1
8,2024,21,67,4
8,2024,21,55,2
8,2024,21,69,5
8,2024,21,76,1
8,2024,21,31,3
8,2024,21,97,5
8,2024,21,57,4
8,2024,21,48,3
8,2024,21,3,4
8,2024,21,74,3
8,2024,90,67,4
8,2024,90,55,4
8,2024,90,69,5
8,2024,90,76,1
8,2024,90,31,4
8,2024,90,97,3
8,2024,90,57,4
8,2024,90,48,3
8,2024,90,3,1
8,2024,90,74,2
8,2024,26,67,2
8,2024,26,55,3
8,2024,26,69,5
8,2024,26,76,5
8,2024,26,31,4
8,2024,26,97,2
8,2024,26,57,5
8,2024,26,48,1
8,2024,26,3,3
8,2024,26,74,2
9,2024,55,61,1
9,2024,55,80,3
9,2024,55,51,2
9,2024,55,68,5
9,2024,55,16,1
9,2024,55,98,5
9,2024,55,48,4
9,2024,55,1,1
9,2024,55,53,2
9,2024,55,83,2
9,2024,66,61,1
9,2024,66,80,2
9,2024,66,51,1
9,2024,66,68,3
9,2024,66,16,4
9,2024,66,98,3
9,2024,66,48,1
9,2024,66,1,4
9,2024,66,53,2
9,2024,66,83,2
9,2024,41,61,5
9,2024,41,80,4
9,2024,41,51,4
9,2024,41,68,5
9,2024,41,16,1
9,2024,41,98,4
9,2024,41,48,1
9,2024,41,1,1
9,2024,41,53,3
9,2024,41,83,3
10,2024,35,4,3
10,2024,35,5,2
10,2024,35,20,4
10,2024,35,14,3
10,2024,35,50,3
10,2024,35,40,4
10,2024,35,81,5
10,2024,35,24,4
10,2024,35,19,2
10,2024,35,62,5
10,2024,27,4,4
10,2024,27,5,5
10,2024,27,20,3
10,2024,27,14,5
10,2024,27,50,5
10,2024,27,40,4
10,2024,27,81,2
10,2024,27,24,2
10,2024,27,19,1
10,2024,27,62,3
10,2024,2,4,1
10,2024,2,5,2
10,2024,2,20,1
10,2024,2,14,1
10,2024,2,50,3
10,2024,2,40,2
10,2024,2,81,3
10,2024,2,24,3
10,2024,2,19,5
10,2024,2,62,5
