"episode_id","episode_year","recipe_name","recipe_cuisine_name","chef_id"
2,2023,"Bakllasarem","French",42
2,2023,"Garash Cake","Greek",8
2,2023,"Brownies","Chinese",81
2,2023,"Medovik","Italian",93
2,2023,"Fried Chicken","Bulgarian",45
2,2023,"Bulgarian Cheese Toast","Russian",10
2,2023,"Pryaniki","Korean",59
2,2023,"Mekitsa","Turkish",46
2,2023,"Clam Chowder","Japanese",2
3,2023,"Borscht","Japanese",3
3,2023,"Medovik","Italian",93
3,2023,"Shchi","American",72
3,2023,"Shopska Salata","Mexican",37
3,2023,"Macaroni and Cheese","Russian",41
3,2023,"Bakllasarem","French",90
3,2023,"Fried Chicken","Bulgarian",94
3,2023,"Cheeseburger","Albanian",45
3,2023,"Kavarma","German",16
3,2023,"Beef Stroganoff","Indian",67
4,2023,"Syrniki","Mexican",100
4,2023,"Garash Cake","Greek",6
4,2023,"Pryaniki","Korean",15
4,2023,"Borscht","Japanese",12
4,2023,"Macaroni and Cheese","Russian",80
4,2023,"Musaka","Albanian",90
4,2023,"Pancakes","French",98
4,2023,"Apple Pie","American",34
4,2023,"Brownies","Chinese",16
4,2023,"Fried Chicken","Bulgarian",96
5,2023,"Pancakes","French",64
5,2023,"Olivier Salad","Albanian",19
5,2023,"Shchi","American",60
5,2023,"Medovik","Italian",93
5,2023,"Zefir","Turkish",78
5,2023,"Kasha","German",44
5,2023,"Jani me fasule","Chinese",58
5,2023,"Barbecue Ribs","Greek",28
5,2023,"Syrniki","Mexican",37
5,2023,"Macaroni and Cheese","Russian",95
6,2023,"Musaka","Albanian",72
6,2023,"Tavë Kosi","Greek",86
6,2023,"Mekitsa","Turkish",13
6,2023,"Medovik","Italian",53
6,2023,"Kavarma","German",62
6,2023,"Pancakes","French",90
6,2023,"Shëndetli","Mexican",50
6,2023,"Chocolate Chip Cookies","Indian",70
6,2023,"Brownies","Chinese",75
6,2023,"Fried Chicken","Bulgarian",26
7,2023,"Tarator","American",17
7,2023,"Kavarma","German",62
7,2023,"Speca të mbushur","Italian",53
7,2023,"Brownies","Chinese",81
7,2023,"Fried Chicken","Bulgarian",96
7,2023,"Macaroni and Cheese","Russian",10
7,2023,"Shëndetli","Mexican",41
7,2023,"Banitsa","Korean",59
7,2023,"Byrek me Spinaq","Japanese",77
7,2023,"Garash Cake","Greek",60
8,2023,"Clam Chowder","Japanese",49
8,2023,"Përime në zgare","Korean",44
8,2023,"Zefir","Turkish",89
8,2023,"Bakllasarem","French",11
8,2023,"Medovik","Italian",3
8,2023,"Shëndetli","Mexican",35
8,2023,"Cheeseburger","Albanian",30
8,2023,"Fried Chicken","Bulgarian",51
8,2023,"Tavë Kosi","Greek",24
8,2023,"Shchi","American",59
9,2023,"Pelmeni","Chinese",87
9,2023,"Cheeseburger","Albanian",38
9,2023,"Sarmi","French",47
9,2023,"Shopska Salata","Mexican",34
9,2023,"Speca të mbushur","Italian",49
9,2023,"Chocolate Chip Cookies","Indian",5
9,2023,"Barbecue Ribs","Greek",10
9,2023,"Kasha","German",56
9,2023,"Byrek me Spinaq","Japanese",61
9,2023,"Pryaniki","Korean",88
10,2023,"Zefir","Turkish",85
10,2023,"Kasha","German",84
10,2023,"Apple Pie","American",54
10,2023,"Brownies","Chinese",81
10,2023,"Speca të mbushur","Italian",80
10,2023,"Fried Chicken","Bulgarian",51
10,2023,"Cheeseburger","Albanian",68
10,2023,"Bulgarian Cheese Toast","Russian",98
10,2023,"Përime në zgare","Korean",56
10,2023,"Beef Stroganoff","Indian",70
1,2024,"Syrniki","Mexican",66
1,2024,"Kasha","German",23
1,2024,"Mekitsa","Turkish",85
1,2024,"Bulgarian Cheese Toast","Russian",98
1,2024,"BLT Sandwich","Italian",80
1,2024,"Brownies","Chinese",90
1,2024,"Fërgesë","Indian",84
1,2024,"Borscht","Japanese",49
1,2024,"Tavë Kosi","Greek",8
1,2024,"Olivier Salad","Albanian",68
2,2024,"Clam Chowder","Japanese",33
2,2024,"Macaroni and Cheese","Russian",98
2,2024,"Speca të mbushur","Italian",8
2,2024,"Shchi","American",18
2,2024,"Jani me fasule","Chinese",19
2,2024,"Përime në zgare","Korean",22
2,2024,"Mekitsa","Turkish",74
2,2024,"Kavarma","German",48
2,2024,"Pancakes","French",40
2,2024,"Musaka","Albanian",20
3,2024,"Kavarma","German",48
3,2024,"Chocolate Chip Cookies","Indian",70
3,2024,"Tarator","American",39
3,2024,"Musaka","Albanian",45
3,2024,"Brownies","Chinese",17
3,2024,"Medovik","Italian",3
3,2024,"Shëndetli","Mexican",18
3,2024,"Zefir","Turkish",78
3,2024,"Sarmi","French",77
3,2024,"Përime në zgare","Korean",29
4,2024,"Musaka","Albanian",19
4,2024,"Shopska Salata","Mexican",69
4,2024,"Sarmi","French",71
4,2024,"Garash Cake","Greek",92
4,2024,"Bulgarian Cheese Toast","Russian",57
4,2024,"Apple Pie","American",34
4,2024,"Pelmeni","Chinese",50
4,2024,"Përime në zgare","Korean",29
4,2024,"Byrek me Spinaq","Japanese",30
4,2024,"Mish me midhje","Turkish",46
5,2024,"Shchi","American",24
5,2024,"Zefir","Turkish",59
5,2024,"Borscht","Japanese",4
5,2024,"Sarmi","French",82
5,2024,"Jani me fasule","Chinese",87
5,2024,"Barbecue Ribs","Greek",10
5,2024,"Speca të mbushur","Italian",22
5,2024,"Kavarma","German",16
5,2024,"Shëndetli","Mexican",37
5,2024,"Macaroni and Cheese","Russian",18
6,2024,"Musaka","Albanian",20
6,2024,"Borscht","Japanese",4
6,2024,"Qifqi","German",16
6,2024,"Bulgarian Cheese Toast","Russian",86
6,2024,"Chocolate Chip Cookies","Indian",83
6,2024,"Speca të mbushur","Italian",93
6,2024,"Tavë Kosi","Greek",24
6,2024,"Brownies","Chinese",90
6,2024,"Syrniki","Mexican",35
6,2024,"Fried Chicken","Bulgarian",45
7,2024,"Qifqi","German",44
7,2024,"Chocolate Chip Cookies","Indian",6
7,2024,"Pelmeni","Chinese",81
7,2024,"Garash Cake","Greek",10
7,2024,"Byrek me Spinaq","Japanese",3
7,2024,"Fried Chicken","Bulgarian",67
7,2024,"Banitsa","Korean",8
7,2024,"Bulgarian Cheese Toast","Russian",41
7,2024,"Speca të mbushur","Italian",54
7,2024,"Shopska Salata","Mexican",20
8,2024,"Tavë Kosi","Greek",28
8,2024,"Mish me midhje","Turkish",41
8,2024,"Kavarma","German",84
8,2024,"Fried Chicken","Bulgarian",94
8,2024,"Cheeseburger","Albanian",20
8,2024,"Speca të mbushur","Italian",54
8,2024,"Borscht","Japanese",30
8,2024,"Chocolate Chip Cookies","Indian",10
8,2024,"Shchi","American",34
8,2024,"Pelmeni","Chinese",90
9,2024,"Zefir","Turkish",74
9,2024,"Kasha","German",84
9,2024,"Musaka","Albanian",7
9,2024,"Brownies","Chinese",90
9,2024,"Syrniki","Mexican",41
9,2024,"Bakllasarem","French",42
9,2024,"Medovik","Italian",49
9,2024,"Beef Stroganoff","Indian",83
9,2024,"Garash Cake","Greek",24
9,2024,"Kadaif","Bulgarian",65
10,2024,"Beef Stroganoff","Indian",70
10,2024,"Byrek me Spinaq","Japanese",2
10,2024,"Garash Cake","Greek",60
10,2024,"Pancakes","French",38
10,2024,"Shëndetli","Mexican",69
10,2024,"Zefir","Turkish",85
10,2024,"Cheeseburger","Albanian",72
10,2024,"Kavarma","German",48
10,2024,"Bulgarian Cheese Toast","Russian",4
10,2024,"Kadaif","Bulgarian",26
